DOI,Title,Abstract,ID,Is Ecology,Ecology Score
https://doi.org/10.1086/723413,Canonical Host-Pathogen Trade-Offs Subverted by Mutations with Dual Benefits,"Host-parasite coevolution is expected to drive the evolution of genetic diversity because the traits used in arms races—namely, host range and parasite resistance—are hypothesized to trade off with traits used in resource competition. We therefore tested data for several trade-offs among 93 isolates of bacteriophage λ and 51 Escherichia coli genotypes that coevolved during a laboratory experiment. Surprisingly, we found multiple trade-ups (positive trait correlations) but little evidence of several canonical trade-offs. For example, some bacterial genotypes evaded a trade-off between phage resistance and absolute fitness, instead evolving simultaneous improvements in both traits. This was surprising because our experimental design was predicted to expose resistance-fitness trade-offs by culturing E. coli in a medium where the phage receptor, LamB, is also used for nutrient acquisition. On reflection, LamB mediates not one but many trade-offs, allowing for more complex trait interactions than just pairwise trade-offs. Here, we report that mathematical reasoning and laboratory data highlight how trade-ups should exist whenever an evolutionary system exhibits multiple interacting trade-offs. Does this mean that coevolution should not promote genetic diversity? No, quite the contrary. We deduce that whenever positive trait correlations are observed in multidimensional traits, other traits may trade off and so provide the right circumstances for diversity maintenance. Overall, this study reveals that there are predictive limits when data account only for pairwise trait correlations, and it argues that a wider range of circumstances than previously anticipated can promote genetic and species diversity.",0116074f232ccc0abe38fa7d62eb0d6240287de5,False,0.35025879740715027
https://doi.org/10.1186/s12898-018-0201-0,Demographic consequences of reproductive interference in multi-species communities,"BackgroundReproductive interference can mediate interference competition between species through sexual interactions that reduce the fitness of one species by another. Theory shows that the positive frequency-dependent effects of such costly errors in mate recognition can dictate species coexistence or exclusion even with countervailing resource competition differences between species. While usually framed in terms of pre-mating or post-zygotic costs, reproductive interference manifests between individual Caenorhabditis nematodes from negative interspecies gametic interactions: sperm cells from interspecies matings can migrate ectopically to induce female sterility and premature death. The potential for reproductive interference to exert population level effects on Caenorhabditis trait evolution and community structure, however, remains unknown.ResultsHere we test whether a species that is superior in individual-level reproductive interference (C. nigoni) can exact negative demographic effects on competitor species that are superior in resource competition (C. briggsae and C. elegans). We observe coexistence over six generations and find evidence of demographic reproductive interference even under conditions unfavorable to its influence. C. briggsae and C. elegans show distinct patterns of reproductive interference in competitive interactions with C. nigoni.ConclusionsThese results affirm that individual level negative effects of reproductive interference mediated by gamete interactions can ramify to population demography, with the potential to influence patterns of species coexistence separately from the effects of direct resource competition.",02b4e51f2488263c9459baf19bef4015ea714fc5,False,0.7221014499664307
https://doi.org/10.1111/jen.13373,Individual‐Based Networks Reveal the Importance of Bee Fly (Bombyliidae) Pollination in a Diverse Co‐Flowering Community,"Flowering plants can be visited by a wide diversity of pollinating insects; however, the structure of plant–insect interactions for non‐bee pollinators is not well‐known, even though non‐bee insects can play a central role in the pollination of many plant species. Pollination by non‐syrphid flies, such as bee flies (Bombylius major L., Bombyliidae, Diptera), has often been underappreciated. Bee flies represent a diverse group of long‐tongue nectar‐feeding insects that are often reported as generalists who visit flowers indiscriminately. Here, we used individual‐based pollen transport networks to assess patterns of individual foraging in bee flies over two flowering seasons in a diverse co‐flowering community. Using this approach, we uncover the structure (e.g., modular vs. nested) of bee fly individual foraging and the degree of individual specialisation. We further evaluate the role of resource availability (floral abundance) and intraspecific trait variation (proboscis length and body size) in shaping individual specialisation. Overall, bee flies visited 20 different plant species. However, network analysis shows that individuals are more specialised and tend to partition the floral resource as reflected by the high degree of network modularity. Most bee fly individuals concentrate their foraging on only a few floral resources (two to four plant species) suggesting strong niche partitioning in this group of pollinators. This modular foraging pattern was not explained by differences in resource availability over the season. Proboscis length, however, was negatively related to the level of individual specialisation. Individuals with larger proboscis had larger foraging niches (less specialisation) perhaps due to easier access to a wide range of plant species with different floral tube sizes. Overall, our study reveals high individual specialisation and niche partitioning in bee‐fly interactions, mediated by differences in proboscis length, and with important implications for pollen transfer dynamics, plant–plant competition and plant reproductive success in diverse co‐flowering communities.",10738526b7a883caa08d359d83eaabc103b0b988,False,0.8610900044441223
https://doi.org/10.1086/707597,Belowground competition can influence the evolution of root traits,"Although root traits play a critical role in mediating plant-plant interactions and resource acquisition from the soil environment, research examining if and how belowground competition can influence the evolution of root traits remains largely unexplored. Here we examine the potential that root traits may evolve as a target of selection from interspecific competition using Ipomoea purpurea and I. hederacea, two closely related morning glory species that commonly co-occur in the United States. We show that belowground competitive interactions between the two species can alter the pattern of selection on root traits in each species. Specifically, competition with I. purpurea changes the pattern of selection on root angle in I. hederacea, and competitive interactions with I. hederacea changes the pattern of selection on root size in I. purpurea. However, we did not uncover evidence that intraspecific competition altered the pattern of selection on any root traits within I. hederacea. Overall, our results suggest that belowground competition between closely related species can influence the phenotypic evolution of root traits in natural populations. Our findings provide a microevolutionary perspective of how competitive belowground interactions may impact plant fitness, potentially leading to patterns of plant community structure.",1728c6fcaa718504355c873c75634ff57272ff0d,False,0.842055082321167
https://doi.org/10.7717/peerj.14107,Mutualist- and antagonist-mediated selection contribute to trait diversification of flowers,"Flowers are generally short-lived, and they all face a multidimensional challenge because they have to attract mutualists, compel them to vector pollen with minimal investment in rewards, and repel floral enemies during this short time window. Their displays are under complex selection, either consistent or conflicting, to maximize reproductive fitness under heterogeneous environments. The phenological or morphological mismatches between flowers and visitors will influence interspecific competition, resource access, mating success and, ultimately, population and community dynamics. To better understand the effects of the plant visitors on floral traits, it is necessary to determine the functional significance of specific floral traits for the visitors; how plants respond to both mutualists and antagonists through adaptive changes; and to evaluate the net fitness effects of biological mutualisms and antagonism on plants. In this review, we bring together insights from fields as diverse as floral biology, insect behavioral responses, and evolutionary biology to explain the processes and patterns of floral diversity evolution. Then, we discuss the ecological significance of plant responses to mutualists and antagonists from a community perspective, and propose a set of research questions that can guide the research field to integrate studies of plant defense and reproduction.",1da7e68d31be999c2736648eef01200dc5141cb0,False,0.555680513381958
https://doi.org/10.1111/1365-2656.13487,"Sexual dimorphism driven by intersexual resource competition: Why is it rare, and where to look for it?","Abstract Sexes often differ more obviously in secondary sexual characteristics than in traits that appear naturally selected, despite conceivable benefits to intersexual niche partitioning. Genetic constraints may play a role in limiting sex‐specific niche evolution; however, it is not clear why this limit should apply to naturally selected traits more than those under sexual selection; the latter routinely produces dimorphism. We ask whether ecological factors and/or features of the mating system limit dimorphism in resource use, or conversely, what conditions are the most permissible ones for sexual niche differences. The scale of mating competition and spatial variation in resource availability can help predict sexually dimorphic niches or the lack thereof. We investigate why and when dimorphism might fail to evolve even if genetic covariation between the sexes posed no constraint. Our analytical model incorporates the first aspect of spatial interactions (scale of mating competition). It is followed by simulations that explore broader conditions, including multiple resources with habitat heterogeneity, genetic correlations and non‐Gaussian resource‐use efficiency functions. We recover earlier known conditions for favourable conditions for the evolution of niche partitioning between sexes, such as narrow individual niche and low degrees of genetic constraint. We also show spatial considerations to alter this picture. Sexual niche divergence occurs more readily when local mating groups are small and different resources occur reliably across habitats. Polygyny (medium‐sized or large mating groups) can diminish the prospects for dimorphism even if no genetic constraints are present. Habitat heterogeneity typically also disfavours niche dimorphism but can also lead to polymorphism within a sex, if it is beneficial to specialize to be very competitive in one habitat, even at a cost to performance in the other. Sexual conflict is usually used to explain dimorphic traits or behaviours. Our models highlight that introducing conflict (achieved by switching from monogamy to polygamy) can also be responsible for sexual monomorphism. Under monogamy, males benefit from specializing to consume other resources than what feeds the female best. Polygyny makes males disregard this female benefit, and both sexes compete for the most profitable resource, leading to overlapping niches.",26080d5c546081ccb8a59f012f5435b4053c9eb4,False,0.4972165822982788
https://doi.org/10.1101/2020.05.02.074146,Close encounters of the three morphs: does color affect aggression in a polymorphic lizard?,"Color polymorphism is genetically controlled and the process generating and maintaining morphs can affect speciation and/or extinction rates. Competition and aggression among morphs can contribute to polymorphism maintenance and color badges are useful signals in intraspecific communication, because they convey information about alternative strategies and avoid unnecessary conflicts. This could lead to an uneven spatial distribution of morphs in a population, because the local frequency of each morph establishes the intensity of the competition in that neighborhood, and then the fitness of each male. We used a polymorphic lizard, Podarcis muralis, to assess if aggression varies among morphs under two contrasting hypotheses: a heteromorphic vs. a homomorphic aggression. We used laboratory mirror tests after lizard color manipulation and we verified the results consistency with the analysis of the spatial distribution of morphs in a wild population. Both the experiments confirmed that aggression is morph-specific and notably homomorphic. The adoption of behavioral alternative strategies that minimize risks and costs of unwanted conflicts could facilitate the stable coexistence of the phenotypes and reduce the resource competition. A bias in aggression to like-coloured males would advantage rarer morph, which would suffer less harassment by common morphs and obtain a fitness advantage. This process would be negatively-frequency-dependent and would stabilize polymorphism in the populations, possibly leading to sympatric speciation.",2f38dcf02d539b98631caf4e327260ff376e1f85,False,0.6851083636283875
https://doi.org/10.1137/22m1503099,Similarity Suppresses Cyclicity: Why Similar Competitors Form Hierarchies,"Competitive systems can exhibit both hierarchical (transitive) and cyclic (intransitive) structures. Despite theoretical interest in cyclic competition, which offers richer dynamics, and occupies a larger subset of the space of possible competitive systems, most real-world systems are predominantly transitive. Why? Here, we introduce a generic mechanism which promotes transitivity, even when there is ample room for cyclicity. Consider a competitive system where outcomes are mediated by competitor attributes via a performance function. We demonstrate that, if competitive outcomes depend smoothly on competitor attributes, then similar competitors compete transitively. We quantify the rate of convergence to transitivity given the similarity of the competitors and the smoothness of the performance function. Thus, we prove the adage regarding apples and oranges. Similar objects admit well ordered comparisons. Diverse objects may not. To test that theory, we run a series of evolution experiments designed to mimic genetic training algorithms. We consider a series of canonical bimatrix games and an ensemble of random performance functions that demonstrate the generality of our mechanism, even when faced with highly cyclic games. We vary the training parameters controlling the evolution process, and the shape parameters controlling the performance function, to evaluate the robustness of our results. These experiments illustrate that, if competitors evolve to optimize performance, then their traits may converge, leading to transitivity.",3016ded0bb37b5feef5ee05682bd6aa49c9445dc,False,0.0032362358178943396
https://doi.org/10.1007/s10327-024-01204-1,Microbiome-mediated plant disease resistance: recent advances and future directions,"Plant pathogens cause plant diseases that significantly decrease crop yields, posing a serious threat to global food security. While plant disease resistance has traditionally been understood as the trait determined by the plant innate immune system and the pathogen virulence system, recent research underscores the pivotal role of the plant microbiome in disease resistance. Plant-associated microbiomes confer protection against pathogens through direct pathogen inhibition, resource competition, and activation of plant immune responses. Agricultural practices such as crop rotation, intercropping, disease-resistant breeding, biocontrol, and organic farming modulate plant microbiomes, thereby influencing disease resistance. This review synthesizes the latest advancements in understanding the intricate interactions among plants, pathogens, and microbiomes. We emphasize the need for in-depth mechanistic studies linking agricultural practices to microbiome dynamics and propose future research directions to leverage microbiomes for sustainable agriculture.",3cfa8619d5e0b41488feaada1d2a4808a76aafeb,False,0.11880452185869217
https://doi.org/10.1111/1365-2656.13556,Ecological sexual dimorphism is modulated by the spatial scale of intersexual resource competition.,"In Focus: Li, X-Y., & H. Kokko. (2021). Sexual dimorphism driven by intersexual resource competition: Why is it rare, and where to look for it? Journal of Animal Ecology, 00, 1-13. Ecological sexual dimorphism, that is differences between the sexes in traits that are naturally selected as opposed to sexually selected, is gaining increasing attention after having often been dismissed as the 'less-parsimonious' explanation for differences between sexes. One potential driver of ecological sexual dimorphism is intersexual resource competition, in a process analogous to ecological character displacement between species; yet, clear empirical examples are scarce. Li and Kokko present mathematical models that introduce novel pieces to the puzzle: the role of the scale of mating competition and the spatial variation in resource availability. They show that ecological sexual dimorphism evolves when local mating groups are small (e.g. monogamous pairs) and when different resources are homogeneously available across habitats. Counterintuitively, larger mating groups (e.g. polygyny), and consequently higher intralocus sexual conflict, lead to sexual monomorphism. Habitat heterogeneity also leads to overlapping niches, although it can sometimes drive polymorphism within sexes. This study highlights why the conditions for intrasexual resource competition to drive evolution of sexual dimorphism are stringent, even in the absence of genetic constraints or competing species. Crucially, it highlights the importance of considering the mating system and the spatial scale of resource competition for understanding the occurrence of ecological sexual dimorphism, showing a large potential for future work considering different aspects of species' life histories and spatial dynamics.",3f086f7e66cf7a17de08aef7861ed1220b2b34fc,False,0.677118182182312
